CustomerID,Age,Annual_Income,Spending_Score,Region,Product_Category,Purchase_Channel,Num_Purchases,Avg_Transaction_Value,Total_Sales,Customer_Segment
399,32,45191,7,East,Electronics,In-Store,10,474.64,4769.48,Budget
400,34,93472,66,West,Furniture,Mobile,14,72.01,1001.86,Premium
401,69,20645,38,East,Furniture,Online,14,443.58,6999.36,Budget
402,58,76642,12,West,Furniture,Online,13,40.42,488.52,Regular
403,34,94591,40,South,Electronics,Online,10,212.63,2019.97,Premium
404,68,75090,93,West,Clothing,In-Store,16,319.54,5358.29,Premium
405,43,58395,26,West,Clothing,Online,12,191.32,2562.12,Regular
406,44,102854,89,West,Groceries,In-Store,14,271.96,3367.55,VIP
407,40,57103,26,East,Sports,Mobile,18,109.96,1807.01,Regular
408,25,91053,19,East,Clothing,Online,12,288.83,3931.82,Regular
409,66,66414,26,East,Sports,In-Store,18,75.93,1480.44,Regular
410,18,22657,33,West,Electronics,Online,19,400.09,7250.67,Budget
411,27,73051,12,West,Clothing,Online,20,296.06,5668.31,Regular
412,29,24945,59,South,Electronics,In-Store,16,246.15,3902.4,Regular
413,32,113095,34,North,Furniture,Online,10,36.79,387.08,Premium
414,24,80155,72,North,Electronics,Mobile,13,254.89,3374.25,Premium
415,18,57203,49,North,Clothing,In-Store,16,286.15,4957.66,Regular
416,53,68619,44,North,Furniture,Online,18,140.18,2185.76,Regular
417,68,81917,47,North,Groceries,Online,11,342.02,4122.31,Premium
418,24,46018,16,North,Electronics,Online,12,47.61,495.57,Budget
419,33,48839,71,West,Electronics,Mobile,15,112.26,1876.36,Premium
420,44,61865,11,North,Groceries,In-Store,14,371.4,4487.13,Regular
421,66,45857,72,East,Clothing,Online,16,82.14,1167.5,Premium
422,54,95791,99,South,Electronics,In-Store,19,130.32,2238.51,VIP
423,57,30381,76,North,Groceries,In-Store,12,328.92,3619.1,Regular
424,48,102661,46,East,Electronics,In-Store,20,367.13,7126.2,Premium
425,39,54852,32,West,Groceries,Online,16,35.23,589.97,Regular
426,28,76122,87,West,Clothing,Online,15,72.03,1207.71,Premium
427,62,35775,26,West,Electronics,Online,11,228.6,2533.08,Budget
428,59,58536,48,East,Electronics,Online,17,300.47,5157.78,Regular
429,19,95459,77,East,Electronics,In-Store,21,232.35,4614.85,VIP
430,55,47069,92,North,Electronics,Online,13,327.06,4635.31,Premium
431,22,33227,92,West,Clothing,Online,13,380.44,4367.79,Premium
432,56,72191,9,East,Sports,Online,10,475.28,4469.2,Regular
433,60,36249,89,South,Furniture,Online,15,181.44,2392.54,Premium
434,24,51474,12,South,Clothing,Mobile,16,89.92,1315.36,Budget
435,40,65046,58,East,Groceries,In-Store,14,139.4,2002.3,Premium
436,24,76409,93,North,Groceries,Online,15,82.6,1099.97,VIP
437,47,83937,65,West,Furniture,In-Store,13,203.18,2324.87,Premium
438,66,87665,94,South,Electronics,Online,13,437.56,6244.44,VIP
439,22,104428,35,North,Clothing,Mobile,14,180.06,2232.18,Premium
440,38,26607,32,South,Clothing,In-Store,14,82.92,1198.51,Budget
441,68,56232,33,West,Electronics,In-Store,16,266.09,4068.42,Regular
442,33,20106,36,South,Clothing,Mobile,15,496.05,8325.53,Budget
443,24,20944,68,East,Sports,Mobile,13,102.21,1411.46,Regular
444,43,41227,45,West,Sports,Mobile,14,391.16,4752.44,Regular
445,44,79814,74,North,Electronics,Online,18,413.45,8325.03,Premium
446,52,109451,42,West,Clothing,Online,16,206.66,3221.15,Premium
447,34,97354,31,South,Clothing,In-Store,17,313.58,5008.17,Premium
448,67,84629,19,East,Groceries,In-Store,11,221.86,2566.96,Regular
449,45,97816,55,North,Groceries,In-Store,12,138.54,1771.19,Premium
450,32,37196,89,North,Electronics,In-Store,16,218.8,3294.17,Premium
451,67,103983,86,West,Furniture,Online,19,56.69,1029.18,VIP
452,66,109026,26,West,Sports,Online,15,356.41,4794.96,Premium
453,43,29505,48,West,Groceries,In-Store,19,416.3,8131.43,Regular
454,19,66995,70,East,Groceries,Online,19,160.63,3470.31,Premium
455,49,103003,61,South,Groceries,In-Store,16,287.57,4486.03,Premium
456,46,67609,7,North,Clothing,In-Store,16,123.75,2274.75,Regular
457,25,104047,59,South,Electronics,In-Store,16,72.46,1046.81,Premium
458,50,113554,4,East,Groceries,In-Store,17,335.17,6204.03,Regular
459,61,67466,12,South,Electronics,In-Store,13,75.71,1110.64,Regular
460,23,25948,65,South,Furniture,In-Store,15,393.17,6230.27,Regular
461,55,54005,11,North,Clothing,Online,17,143.16,2148.48,Budget
462,25,41517,34,South,Clothing,In-Store,13,411.07,5065.83,Regular
463,56,67411,59,North,Clothing,In-Store,24,190.57,4005.17,Premium
464,39,78577,65,North,Sports,Online,11,190.73,2162.07,Premium
465,18,66389,45,North,Electronics,In-Store,20,377.78,8684.74,Regular
466,68,39548,10,East,Electronics,Mobile,14,260.03,3503.64,Budget
467,26,50116,80,South,Electronics,Online,19,108.48,1852.71,Premium
468,48,87952,95,North,Groceries,In-Store,9,426.7,3573.75,VIP
469,27,22698,88,East,Sports,Mobile,10,176.68,1804.33,Regular
470,66,41409,75,North,Electronics,Mobile,14,60.36,862.52,Regular
471,56,109234,40,North,Sports,Online,13,213.84,2554.6,Premium
472,59,29915,87,North,Clothing,In-Store,14,291.24,4384.02,Premium
473,40,61474,49,South,Groceries,Mobile,16,308.84,4330.7,Regular
474,42,40698,14,West,Electronics,In-Store,17,419.45,7393.86,Budget
475,50,30465,85,North,Groceries,Online,13,275.29,3499.0,Premium
476,58,62273,32,South,Groceries,Online,18,119.62,1912.33,Regular
477,62,72144,93,North,Groceries,In-Store,20,138.22,2875.85,Premium
478,18,37613,37,South,Electronics,Online,16,59.41,999.91,Regular
479,52,27779,87,East,Furniture,Online,15,370.6,5458.97,Premium
480,23,33469,54,South,Sports,Online,18,61.91,1214.0,Regular
481,32,85154,47,East,Clothing,In-Store,11,306.85,3384.78,Premium
482,61,106028,30,West,Groceries,In-Store,16,302.5,4528.92,Premium
483,31,38029,83,West,Furniture,Mobile,23,394.9,10318.68,Premium
484,59,52039,7,East,Electronics,In-Store,17,46.57,897.15,Budget
485,42,54381,47,East,Sports,Mobile,21,109.43,2019.25,Regular
486,30,56075,37,West,Clothing,Mobile,14,455.69,7233.41,Regular
487,35,44430,54,West,Furniture,Online,16,290.4,5030.4,Regular
488,45,25527,26,South,Electronics,In-Store,16,234.27,3305.99,Budget
489,57,72515,66,North,Clothing,Online,21,376.36,7949.38,Premium
490,49,55736,39,North,Groceries,Mobile,15,452.24,5837.19,Regular
491,66,54225,19,West,Groceries,Online,15,138.87,2138.58,Regular
492,63,46480,20,East,Sports,In-Store,18,451.72,9187.63,Budget
493,57,112933,69,South,Sports,Mobile,11,63.26,668.35,VIP
494,49,81048,26,South,Electronics,Online,18,489.06,8825.86,Regular
495,33,61869,31,South,Clothing,Mobile,20,90.78,1667.21,Regular
496,39,40539,63,West,Clothing,Online,13,140.46,1848.41,Regular
497,24,100112,33,East,Groceries,Online,14,57.33,875.48,Premium
498,37,108836,39,West,Groceries,In-Store,12,403.8,4431.68,Premium
499,66,23231,25,South,Sports,Online,13,492.27,6502.2,Budget
500,40,112966,35,South,Furniture,In-Store,22,155.52,3272.24,Premium
501,23,89942,69,North,Electronics,Mobile,19,169.55,3461.0,Premium
502,51,29983,53,West,Clothing,Online,19,146.7,2956.24,Regular
503,68,95315,99,East,Groceries,In-Store,11,85.87,1000.9,VIP
504,63,30740,77,East,Clothing,Mobile,16,395.85,6101.42,Regular
505,32,25086,2,South,Electronics,In-Store,16,39.75,654.94,Budget
506,41,31532,38,South,Clothing,Online,17,484.21,8604.67,Regular
507,45,65983,29,West,Clothing,Mobile,14,464.38,6853.98,Regular
508,30,81956,59,South,Electronics,Online,15,68.04,1043.64,Premium
509,31,60732,27,East,Furniture,In-Store,17,269.47,5085.09,Regular
510,30,32196,96,North,Clothing,In-Store,8,496.5,3672.67,Premium
511,69,39916,30,South,Groceries,In-Store,20,427.78,7415.5,Regular
512,56,105238,52,West,Groceries,Online,17,360.42,6977.29,Premium
513,61,116262,13,North,Sports,Online,15,21.01,273.62,Regular
514,60,95427,91,North,Electronics,In-Store,18,43.5,877.65,VIP
515,67,30341,91,West,Electronics,Online,19,399.07,7837.74,Premium
516,23,101980,79,South,Clothing,In-Store,14,194.46,3064.44,VIP
517,63,89198,35,South,Clothing,In-Store,18,337.53,6193.93,Regular
518,21,72606,6,East,Clothing,In-Store,17,372.2,6936.75,Regular
519,42,34323,71,North,Furniture,Online,13,216.87,3006.48,Regular
520,48,119667,43,North,Electronics,Online,17,80.26,1374.7,Premium
521,36,64260,99,North,Electronics,Mobile,19,199.48,3634.71,Premium
522,25,24417,70,North,Clothing,Online,18,436.81,6689.94,Regular
523,27,40996,54,North,Furniture,Online,19,172.23,3027.83,Regular
524,60,60126,98,East,Sports,Online,22,40.7,1016.75,Premium
525,34,26232,80,South,Furniture,Online,17,479.97,7609.85,Regular
526,34,52393,46,North,Groceries,Mobile,14,343.53,5172.8,Regular
527,66,66840,2,North,Furniture,Online,16,275.02,4411.54,Budget
528,25,114864,10,South,Furniture,Online,16,416.26,6277.56,Regular
529,65,28637,44,West,Electronics,In-Store,16,211.47,3882.01,Regular
530,65,77686,56,South,Groceries,Online,21,492.71,8940.69,Premium
531,49,111576,3,North,Furniture,Online,13,430.21,5730.44,Regular
532,26,100619,13,North,Clothing,Mobile,17,147.47,2478.05,Regular
533,26,112494,70,South,Groceries,In-Store,17,191.81,2846.52,VIP
534,32,37034,75,North,Groceries,Online,19,145.11,2520.61,Regular
535,48,100134,3,West,Groceries,Online,17,333.08,5992.32,Regular
536,25,117863,51,West,Electronics,Online,18,323.27,5135.14,Premium
537,41,52603,9,South,Groceries,Online,16,266.03,4640.87,Budget
538,24,69863,72,West,Sports,In-Store,18,483.26,9025.04,Premium
539,46,73084,83,South,Electronics,In-Store,16,241.41,3400.05,Premium
540,19,69367,87,North,Clothing,In-Store,18,394.02,6638.76,Premium
541,54,48978,60,West,Electronics,Mobile,14,332.47,4147.94,Regular
542,20,117088,63,West,Electronics,Online,21,263.91,6036.91,VIP
543,28,115649,92,South,Sports,Mobile,15,30.63,463.99,VIP
544,27,58073,61,East,Groceries,In-Store,8,332.17,2261.01,Regular
545,61,100529,45,North,Clothing,Online,17,324.87,5593.87,Premium
546,20,59752,75,East,Clothing,Mobile,17,71.19,1203.99,Premium
547,40,99481,59,East,Sports,Online,11,400.0,4588.86,Premium
548,48,78475,84,East,Clothing,In-Store,18,238.83,3699.04,Premium
549,44,67016,52,East,Furniture,In-Store,16,168.83,2324.8,Regular
550,53,32805,87,East,Clothing,Online,17,413.74,6715.74,Premium
551,59,85459,5,East,Electronics,Mobile,19,178.25,3578.31,Regular
552,38,52108,4,West,Furniture,Online,13,314.71,4295.66,Budget
553,61,41685,10,North,Electronics,Mobile,16,312.78,4671.58,Budget
554,34,39320,56,South,Furniture,Online,18,35.87,590.66,Regular
555,69,118187,71,South,Clothing,Online,18,217.19,4124.19,VIP
556,44,30328,22,East,Furniture,Online,16,119.16,1636.08,Budget
557,56,99852,16,North,Furniture,Mobile,13,107.79,1425.14,Regular
558,63,106614,86,South,Furniture,Online,24,330.93,7761.47,VIP
559,59,23105,75,West,Electronics,Mobile,20,15.59,287.39,Regular
560,62,78933,65,North,Furniture,Online,16,484.85,7804.84,Premium
561,45,77740,49,East,Sports,In-Store,12,203.74,2237.43,Premium
562,20,55867,42,East,Electronics,Online,21,156.41,3347.99,Regular
563,43,86671,3,South,Clothing,Online,13,460.79,5359.45,Regular
564,27,60866,19,North,Furniture,Mobile,29,248.47,7001.77,Regular
565,64,63969,89,North,Electronics,Online,12,311.02,3743.91,Premium
566,30,63151,34,South,Groceries,In-Store,17,350.97,5128.26,Regular
567,29,100067,70,North,Furniture,In-Store,18,436.99,8127.08,Premium
568,30,83314,70,North,Electronics,In-Store,16,73.57,1265.52,Premium
569,51,57904,31,North,Groceries,In-Store,14,50.01,795.93,Regular
570,47,112676,21,North,Groceries,Mobile,27,496.92,12221.91,Premium
571,67,100205,69,West,Clothing,In-Store,19,14.35,248.82,Premium
572,39,113277,10,East,Sports,In-Store,18,357.02,6050.09,Regular
573,32,93050,49,North,Electronics,In-Store,15,309.42,5185.4,Premium
574,20,59149,88,East,Clothing,In-Store,21,280.75,5731.01,Premium
575,18,97294,71,North,Furniture,Online,9,395.06,3344.12,Premium
576,37,52926,76,South,Electronics,In-Store,9,496.31,4789.98,Premium
577,66,47092,9,North,Furniture,Online,18,32.97,511.2,Budget
578,45,65104,20,North,Electronics,In-Store,17,311.12,5366.49,Regular
579,64,116930,28,North,Groceries,Mobile,17,361.22,6048.98,Premium
580,23,76793,29,South,Electronics,Mobile,17,159.91,2820.3,Regular
581,22,58369,20,South,Furniture,Mobile,19,447.5,9091.98,Regular
582,61,66181,97,South,Furniture,In-Store,17,233.93,3768.01,Premium
583,23,49121,17,East,Furniture,In-Store,13,90.59,1225.87,Budget
584,20,85875,71,East,Sports,Online,21,428.66,9067.56,Premium
585,39,55042,59,East,Furniture,In-Store,14,472.03,5882.75,Regular
586,66,75439,61,East,Furniture,Online,22,58.76,1440.76,Premium
587,53,56981,22,East,Groceries,Online,9,378.32,3664.93,Regular
588,23,52071,31,South,Sports,Mobile,16,115.36,2079.24,Regular
589,61,117023,61,North,Groceries,Mobile,20,13.29,283.38,VIP
590,61,54573,30,South,Sports,In-Store,16,137.7,2034.53,Regular
591,59,27052,69,North,Electronics,Online,26,428.91,10919.24,Regular
592,64,57859,4,West,Groceries,In-Store,23,79.18,1759.33,Budget
593,30,73214,8,South,Furniture,Online,21,74.03,1338.14,Regular
594,68,29463,73,West,Electronics,Mobile,18,372.13,6518.59,Regular
595,34,50568,62,West,Electronics,Mobile,15,209.12,2991.47,Regular
596,59,36606,5,South,Sports,Online,17,82.76,1197.54,Budget
597,48,70064,90,West,Clothing,Online,18,122.7,2438.6,Premium
598,58,92311,1,South,Electronics,Online,16,399.35,5706.95,Regular
599,50,116848,95,North,Clothing,Online,23,315.4,7256.27,VIP
600,51,58909,73,North,Clothing,Online,17,382.86,7064.48,Premium
601,50,106325,98,North,Groceries,Online,11,57.91,656.98,VIP
602,58,41453,94,West,Sports,Online,14,234.47,2956.97,Premium
603,56,98049,31,South,Sports,Online,16,400.58,6636.57,Premium
604,24,76267,75,South,Groceries,Online,18,140.24,2719.4,Premium
605,60,95817,21,South,Furniture,In-Store,18,92.9,1850.17,Regular
606,45,95553,47,South,Clothing,Online,13,197.07,2422.53,Premium
607,34,73243,24,West,Sports,Mobile,9,173.36,1342.08,Regular
608,44,45742,49,West,Electronics,Online,11,100.88,1145.62,Regular
609,68,72618,87,North,Electronics,Online,15,477.43,6572.28,Premium
610,62,102678,44,East,Sports,Online,8,246.72,2140.09,Premium
611,61,117065,10,South,Sports,In-Store,11,307.96,3570.37,Regular
612,42,112750,33,North,Clothing,Online,11,69.34,825.25,Premium
613,58,38146,78,West,Furniture,In-Store,19,308.92,6692.73,Regular
614,38,79739,52,North,Clothing,Online,14,282.11,4049.72,Premium
615,53,30459,56,North,Clothing,Mobile,19,466.65,9941.79,Regular
616,51,86894,43,North,Clothing,Online,19,212.04,4200.26,Premium
617,30,119233,29,South,Electronics,Online,22,393.21,7824.69,Premium
618,31,25257,60,East,Groceries,Mobile,16,159.05,2773.3,Regular
619,21,85657,63,South,Clothing,Online,12,293.68,3728.95,Premium
620,25,114551,89,North,Groceries,Online,19,464.22,10084.83,VIP
621,40,104718,62,North,Electronics,Mobile,16,316.28,4670.97,Premium
622,42,59248,99,West,Sports,Online,18,358.47,6129.43,Premium
623,26,30392,82,West,Groceries,Online,16,439.23,7705.48,Regular
624,39,112390,8,West,Sports,Online,24,463.46,9664.44,Regular
625,49,112132,39,East,Electronics,Online,18,112.05,2097.5,Premium
626,30,77897,39,East,Groceries,Mobile,8,105.96,856.7,Regular
627,35,117889,1,West,Furniture,In-Store,17,279.73,4282.94,Regular
628,37,20461,18,East,Clothing,In-Store,12,497.8,5373.47,Budget
629,44,81661,76,South,Electronics,Online,24,250.17,6562.82,Premium
630,37,23854,35,South,Clothing,In-Store,12,172.14,1765.4,Budget
631,56,113569,15,South,Clothing,In-Store,24,273.26,7043.89,Regular
632,35,88041,29,North,Clothing,Online,13,41.55,577.85,Regular
633,40,111342,28,North,Clothing,Mobile,18,96.83,1821.2,Premium
634,37,76266,18,East,Clothing,In-Store,17,82.97,1372.2,Regular
635,27,28326,11,West,Groceries,In-Store,17,23.68,345.6,Budget
636,53,22653,76,North,Electronics,Online,19,363.88,7539.64,Regular
637,30,53557,82,North,Clothing,Online,22,169.48,3309.89,Premium
638,33,94345,50,North,Furniture,In-Store,21,92.58,1816.32,Premium
639,59,35103,61,West,Electronics,In-Store,15,261.0,4439.75,Regular
640,67,105214,92,South,Electronics,Online,12,168.49,1901.7,VIP
641,52,43948,84,South,Electronics,Online,11,202.58,2064.69,Premium
642,65,69641,4,North,Electronics,Mobile,15,164.61,2819.8,Regular
643,62,40308,95,West,Groceries,Online,23,11.95,240.71,Premium
644,43,66575,7,South,Electronics,Online,14,347.28,4367.01,Regular
645,58,65217,3,West,Clothing,In-Store,13,64.24,819.67,Budget
646,35,20547,40,East,Sports,Online,23,117.38,2932.73,Budget
647,41,76781,74,North,Sports,Online,15,103.26,1727.5,Premium
648,45,98664,8,West,Electronics,Online,17,172.37,3155.02,Regular
649,67,113627,30,East,Clothing,Mobile,15,88.5,1517.14,Premium
650,62,53071,27,East,Clothing,Online,17,180.01,2616.61,Regular
651,43,108058,40,North,Furniture,In-Store,25,129.2,3345.8,Premium
652,51,107876,98,West,Furniture,Mobile,11,40.0,389.36,VIP
653,28,118838,33,West,Electronics,In-Store,10,436.58,4903.27,Premium
654,59,57306,21,South,Electronics,In-Store,15,159.73,2708.84,Regular
655,46,105089,13,North,Clothing,In-Store,19,56.69,1013.46,Regular
656,45,76507,20,West,Sports,Online,17,265.55,4958.17,Regular
657,57,25827,14,West,Sports,In-Store,16,70.41,1170.59,Budget
658,50,47034,57,East,Electronics,Mobile,11,388.82,3764.4,Regular
659,21,87205,42,East,Groceries,In-Store,8,40.17,331.27,Premium
660,32,36058,50,North,Electronics,Online,14,237.67,3802.59,Regular
661,27,63473,83,North,Furniture,Online,20,472.47,8905.38,Premium
662,56,97490,58,West,Sports,Mobile,20,87.89,1494.73,Premium
663,19,34975,16,South,Clothing,Online,13,108.67,1614.78,Budget
664,28,69659,38,South,Electronics,Mobile,21,304.23,6223.97,Regular
665,49,41485,31,East,Groceries,Online,16,490.13,7679.59,Regular
666,54,73648,82,North,Clothing,In-Store,17,199.06,3599.87,Premium
667,44,44071,31,North,Furniture,Mobile,13,327.84,4395.38,Regular
668,62,116541,14,North,Clothing,In-Store,13,84.64,1034.96,Premium
669,65,27670,73,South,Sports,Online,9,324.28,2568.28,Regular
670,24,116357,43,South,Clothing,Mobile,17,133.8,2497.99,Premium
671,67,99187,10,North,Electronics,Online,16,310.51,4943.38,Regular
672,49,105564,69,South,Clothing,Online,17,53.44,955.49,VIP
673,51,105150,21,South,Electronics,In-Store,20,267.23,5922.63,Regular
674,22,38760,86,East,Clothing,Online,14,126.33,1512.73,Premium
675,50,113109,83,East,Groceries,In-Store,17,344.04,6479.26,VIP
676,55,79427,37,West,Electronics,Online,19,376.36,7691.0,Regular
677,48,116215,56,West,Electronics,Online,9,425.59,4343.75,Premium
678,22,107814,57,South,Electronics,Mobile,21,496.27,9588.74,Premium
679,45,77961,65,West,Electronics,Online,19,235.08,4228.57,Premium
680,66,57446,7,East,Sports,In-Store,15,338.59,5324.89,Budget
681,55,31728,33,North,Sports,In-Store,13,19.03,278.99,Budget
682,25,30110,17,South,Electronics,Mobile,18,453.49,9369.29,Budget
683,67,58970,70,East,Furniture,In-Store,14,311.71,4254.93,Premium
684,67,101096,7,West,Furniture,Mobile,19,216.46,4161.14,Regular
685,26,70534,52,South,Sports,Online,19,222.81,3814.98,Premium
686,59,68176,73,North,Clothing,Online,18,381.42,7265.08,Premium
687,39,44445,94,North,Clothing,Mobile,12,418.4,5528.96,Premium
688,48,76439,29,North,Clothing,Mobile,18,405.87,7960.21,Regular
689,41,83807,1,East,Sports,In-Store,16,260.19,3970.51,Regular
690,58,118214,72,East,Furniture,In-Store,12,191.86,2622.29,VIP
691,69,92941,1,South,Groceries,In-Store,13,473.31,5452.22,Regular
692,59,80721,7,East,Electronics,Online,5,320.76,1600.9,Regular
693,66,111007,99,West,Furniture,Mobile,12,276.39,3371.0,VIP
694,67,62497,86,West,Sports,Mobile,8,303.18,2452.01,Premium
695,22,113494,71,North,Clothing,In-Store,18,318.63,6179.07,VIP
696,31,56998,83,East,Groceries,Online,18,359.41,6682.11,Premium
697,55,32777,8,West,Clothing,Online,15,281.06,3681.07,Budget
698,48,61761,9,West,Groceries,Online,14,438.92,5554.7,Regular
699,20,32876,30,South,Groceries,In-Store,17,431.26,7402.33,Budget
700,22,31839,3,South,Furniture,In-Store,27,226.71,6478.43,Budget
701,45,108120,88,West,Sports,Online,3,92.58,278.92,VIP
702,50,99475,6,North,Clothing,In-Store,15,292.56,4198.17,Regular
703,26,42121,54,East,Clothing,Mobile,16,314.16,4349.69,Regular
704,26,103771,85,North,Clothing,Online,15,266.46,4339.69,VIP
705,24,26890,73,West,Electronics,In-Store,22,446.38,9812.09,Regular
706,47,48439,24,North,Clothing,In-Store,15,55.58,843.4,Regular
707,18,90610,47,North,Electronics,Online,20,150.84,2988.71,Premium
708,47,50379,55,South,Clothing,In-Store,18,434.24,7266.08,Regular
709,42,93050,77,North,Electronics,In-Store,21,470.31,9213.92,Premium
710,42,107433,43,South,Clothing,Online,12,218.7,2280.74,Premium
711,53,26606,29,South,Furniture,Online,17,104.4,1885.33,Budget
712,45,22397,79,South,Electronics,Mobile,12,215.96,2414.16,Regular
713,55,114000,88,East,Groceries,Online,12,233.52,2632.9,VIP
714,57,72045,49,East,Sports,In-Store,20,264.59,6075.25,Regular
715,65,70647,3,West,Groceries,In-Store,14,144.43,1952.75,Regular
716,59,66367,50,South,Electronics,Mobile,13,163.19,2128.28,Regular
717,44,63361,89,East,Clothing,In-Store,14,331.24,4479.42,Premium
718,43,89012,98,East,Groceries,Mobile,10,314.68,2948.73,VIP
719,30,77974,40,North,Groceries,In-Store,18,334.43,5127.34,Regular
720,49,36339,15,East,Electronics,Online,16,194.87,3449.87,Budget
721,25,82663,57,West,Clothing,Online,11,174.86,1907.97,Premium
722,66,86833,83,South,Groceries,Online,8,182.25,1554.18,Premium
723,61,31360,94,North,Clothing,Online,12,476.08,6499.05,Premium
724,24,57673,6,South,Groceries,Online,18,203.67,3119.26,Budget
725,58,99050,29,South,Electronics,Online,12,307.0,3877.45,Premium
726,24,81871,48,East,Clothing,Online,12,266.19,2828.83,Premium
727,55,33636,10,West,Furniture,Online,13,439.35,5639.52,Budget
728,22,24009,88,East,Clothing,Online,18,190.87,3793.09,Regular
729,43,78121,12,North,Groceries,In-Store,17,222.73,3299.66,Regular
730,52,66172,66,South,Clothing,In-Store,16,422.97,7761.56,Premium
731,55,116105,91,East,Clothing,Mobile,18,88.87,1638.45,VIP
732,39,72225,68,South,Sports,In-Store,12,301.2,3500.54,Premium
733,65,113148,76,East,Clothing,Mobile,19,205.96,3349.16,VIP
734,58,41432,27,East,Electronics,In-Store,17,493.04,8600.0,Regular
735,28,64733,82,South,Sports,Online,16,363.48,5806.77,Premium
736,52,33962,42,East,Furniture,Mobile,14,15.17,194.24,Regular
737,55,77422,7,South,Furniture,Online,10,421.34,4201.33,Regular
738,35,38847,37,North,Electronics,In-Store,22,354.56,6660.2,Regular
739,56,69226,35,South,Electronics,In-Store,14,284.87,4585.78,Regular
740,64,54414,52,South,Groceries,Online,17,125.7,2029.27,Regular
741,60,38572,27,North,Electronics,In-Store,12,83.17,992.12,Budget
742,57,29681,46,West,Electronics,Online,17,317.92,5866.38,Regular
743,50,71205,43,East,Furniture,Online,18,225.57,4319.44,Regular
744,32,114731,33,North,Clothing,Online,20,432.19,9651.39,Premium
745,59,39874,69,West,Electronics,Online,9,138.56,1412.15,Regular
746,36,60499,31,West,Electronics,Online,16,322.38,4677.11,Regular
747,45,42460,76,North,Clothing,In-Store,21,131.93,2679.43,Premium
748,34,100896,25,North,Groceries,In-Store,13,321.8,4417.86,Regular
749,34,61490,86,South,Sports,In-Store,19,33.69,552.74,Premium
750,26,117441,37,East,Electronics,In-Store,22,201.94,4731.83,Premium
751,67,44516,5,East,Electronics,Online,20,94.62,1611.31,Budget
752,25,28073,15,South,Groceries,Online,14,306.91,4830.51,Budget
753,22,78252,80,East,Clothing,In-Store,20,165.2,3520.25,Premium
754,66,85166,87,North,Groceries,Mobile,17,388.05,6726.48,VIP
755,46,119074,21,East,Sports,Online,20,66.15,1294.78,Premium
756,40,107140,60,West,Groceries,Online,18,282.54,5830.31,Premium
757,56,108416,57,East,Clothing,In-Store,19,300.9,6122.75,Premium
758,37,83423,14,South,Sports,Mobile,15,20.83,341.25,Regular
759,24,55981,45,South,Electronics,Online,15,27.63,454.91,Regular
760,55,62902,69,West,Sports,Online,14,161.04,1931.17,Premium
761,27,33374,96,North,Groceries,Online,12,308.45,3206.91,Premium
762,46,63107,84,South,Groceries,In-Store,19,481.69,8323.93,Premium
763,67,56443,10,North,Sports,Mobile,18,54.48,1026.3,Budget
764,66,23589,24,West,Groceries,In-Store,18,354.55,6619.21,Budget
765,36,40446,44,South,Clothing,Online,10,349.43,3311.02,Regular
766,58,73460,15,West,Clothing,In-Store,13,338.04,5018.1,Regular
767,49,56934,57,East,Groceries,Mobile,14,262.91,3231.44,Regular
768,42,119354,1,East,Groceries,In-Store,13,483.74,6810.68,Regular
769,25,67852,12,East,Electronics,Mobile,14,255.87,3561.63,Regular
770,37,115870,5,North,Furniture,Online,14,420.77,5747.34,Regular
771,51,86071,30,East,Groceries,Online,14,138.64,1664.7,Regular
772,69,24039,76,East,Clothing,In-Store,14,405.09,6058.83,Regular
773,18,40344,18,West,Electronics,In-Store,19,498.31,10239.26,Budget
774,55,90579,98,East,Clothing,Mobile,12,455.94,5174.12,VIP
775,62,74511,27,West,Electronics,In-Store,14,159.0,2237.33,Regular
776,67,50176,5,West,Electronics,Online,12,424.62,5258.15,Budget
777,40,72208,34,East,Clothing,Online,19,56.68,1034.16,Regular
778,24,110298,75,South,Electronics,In-Store,7,342.08,2477.59,VIP
779,32,58870,11,North,Clothing,Online,23,177.65,4005.2,Regular
780,62,24511,8,South,Groceries,In-Store,18,332.75,6668.83,Budget
781,63,51095,85,West,Clothing,Online,13,212.0,2936.67,Premium
782,51,113587,59,North,Sports,Online,12,14.43,152.93,Premium
783,24,96177,34,South,Sports,In-Store,12,123.33,1612.98,Premium
784,24,103747,75,East,Groceries,Online,23,30.77,673.21,VIP
785,42,111160,84,North,Sports,In-Store,21,219.36,5208.5,VIP
786,48,31750,36,West,Sports,In-Store,17,421.63,7389.99,Regular
787,19,48267,56,East,Clothing,In-Store,19,371.62,6060.08,Regular
788,53,25982,2,North,Furniture,In-Store,22,396.57,9337.95,Budget
789,46,20473,31,North,Electronics,In-Store,16,405.53,5769.69,Budget
790,18,103470,59,East,Furniture,Mobile,17,192.25,3638.15,Premium
791,22,113694,20,West,Groceries,Online,14,257.95,4097.02,Premium
792,41,35575,99,West,Electronics,Online,18,259.14,4937.75,Premium
793,55,92216,97,West,Clothing,In-Store,18,65.47,1190.08,VIP
794,60,73489,26,North,Sports,In-Store,20,303.09,6247.41,Regular
795,40,26922,40,East,Clothing,In-Store,21,362.89,7458.04,Regular
796,33,111574,19,North,Electronics,In-Store,20,309.37,5414.44,Premium
797,68,107123,50,North,Electronics,In-Store,15,375.52,6357.48,Premium
